"LocationID","t","price","time","diff"
"6","2016-10-04 09:32:00","10.06590343454455","1751548309198","-1"
"4","2016-10-04 09:59:00","10.09354005167959","1751548309198","1"
"6","2016-10-04 09:59:00","10.094325535092086","1751548309198","1"
"7","2016-10-04 09:32:00","10.043394620360912","1751548309200","-1"
"7","2016-10-04 09:59:00","10.063193735103846","1751548309200","1"
"1","2016-10-04 09:32:00","10.087971014492753","1751548309202","-1"
"3","2016-10-04 09:32:00","10.087319587628865","1751548309202","-1"
"1","2016-10-04 09:59:00","10.131449275362318","1751548309202","1"
"3","2016-10-04 09:59:00","10.12103092783505","1751548309202","1"
"8","2016-10-04 09:32:00","10.07695081122843","1751548309204","-1"
"5","2016-10-04 09:32:00","10.021750433275564","1751548309204","-1"
"8","2016-10-04 09:59:00","10.113031161473087","1751548309204","1"
"5","2016-10-04 09:59:00","10.03474870017331","1751548309204","1"
"0","2016-10-04 09:32:00","10.077292576419213","1751548309206","-1"
"11","2016-10-04 09:59:00","10.084833585476552","1751548309206","-1"
"0","2016-10-04 09:59:00","10.11259097525473","1751548309206","1"
"11","2016-10-04 10:26:00","10.111875945537067","1751548309206","1"
"12","2016-10-04 09:59:00","10.126702127659573","1751548309208","-1"
"12","2016-10-04 10:26:00","10.172446808510637","1751548309208","1"
"1","2016-10-04 09:59:00","10.131449275362318","1751548309210","-1"
"9","2016-10-04 09:59:00","10.055655816951338","1751548309210","-1"
"1","2016-10-04 10:26:00","10.177971014492753","1751548309210","1"
"9","2016-10-04 10:26:00","10.074057363841444","1751548309210","1"
"5","2016-10-04 09:59:00","10.03474870017331","1751548309212","-1"
"6","2016-10-04 09:59:00","10.094325535092086","1751548309212","-1"
"5","2016-10-04 10:26:00","10.05008665511265","1751548309212","1"
"6","2016-10-04 10:26:00","10.125311100049776","1751548309212","1"
"10","2016-10-04 09:59:00","10.025990010702818","1751548309214","-1"
"10","2016-10-04 10:26:00","10.03535497681056","1751548309214","1"
"2","2016-10-04 09:59:00","10.081083333333334","1751548309216","-1"
"7","2016-10-04 09:59:00","10.063193735103846","1751548309216","-1"
"2","2016-10-04 10:26:00","10.109666666666667","1751548309216","1"
"7","2016-10-04 10:26:00","10.08459312223357","1751548309216","1"
"13","2016-10-04 09:59:00","10.106614583333334","1751548309218","-1"
"8","2016-10-04 09:59:00","10.113031161473087","1751548309218","-1"
"13","2016-10-04 10:26:00","10.141093750000001","1751548309218","1"
"8","2016-10-04 10:26:00","10.152111769250578","1751548309218","1"
"0","2016-10-04 09:59:00","10.11259097525473","1751548309220","-1"
"3","2016-10-04 09:59:00","10.12103092783505","1751548309220","-1"
"0","2016-10-04 10:26:00","10.151164483260551","1751548309220","1"
"3","2016-10-04 10:26:00","10.15721649484536","1751548309220","1"
"4","2016-10-04 09:59:00","10.09354005167959","1751548309222","-1"
"4","2016-10-04 10:26:00","10.127648578811373","1751548309222","1"
"2","2016-10-04 10:26:00","10.109666666666667","1751548309224","-1"
"13","2016-10-04 10:26:00","10.141093750000001","1751548309224","-1"
"2","2016-10-04 10:59:00","10.140041666666667","1751548309224","1"
"13","2016-10-04 10:59:00","10.177213541666667","1751548309224","1"
"9","2016-10-04 10:26:00","10.074057363841444","1751548309226","-1"
"7","2016-10-04 10:26:00","10.08459312223357","1751548309226","-1"
"9","2016-10-04 10:59:00","10.09355462455688","1751548309226","1"
"7","2016-10-04 10:59:00","10.107643854273066","1751548309226","1"
"8","2016-10-04 10:26:00","10.152111769250578","1751548309228","-1"
"8","2016-10-04 10:59:00","10.192917847025495","1751548309228","1"
"1","2016-10-04 10:26:00","10.177971014492753","1751548309230","-1"
"0","2016-10-04 10:26:00","10.151164483260551","1751548309230","-1"
"1","2016-10-04 10:59:00","10.226884057971015","1751548309230","1"
"0","2016-10-04 10:59:00","10.19286754002911","1751548309230","1"
"3","2016-10-04 10:26:00","10.15721649484536","1751548309232","-1"
"11","2016-10-04 10:26:00","10.111875945537067","1751548309232","-1"
"3","2016-10-04 10:59:00","10.195463917525771","1751548309232","1"
"11","2016-10-04 10:59:00","10.141792738275342","1751548309232","1"
"4","2016-10-04 10:26:00","10.127648578811373","1751548309234","-1"
"5","2016-10-04 10:26:00","10.05008665511265","1751548309234","-1"
"4","2016-10-04 10:59:00","10.16744186046512","1751548309234","1"
"5","2016-10-04 10:59:00","10.069064124783361","1751548309234","1"
"10","2016-10-04 10:26:00","10.03535497681056","1751548309236","-1"
"10","2016-10-04 10:59:00","10.045594006421691","1751548309236","1"
"12","2016-10-04 10:26:00","10.172446808510637","1751548309238","-1"
"6","2016-10-04 10:26:00","10.125311100049776","1751548309238","-1"
"12","2016-10-04 10:59:00","10.221170212765957","1751548309238","1"
"6","2016-10-04 10:59:00","10.159258337481335","1751548309238","1"
"2","2016-10-04 10:59:00","10.140041666666667","1751548309240","-1"
"13","2016-10-04 10:59:00","10.177213541666667","1751548309240","-1"
"2","2016-10-04 11:25:00","10.171916666666666","1751548309240","1"
"13","2016-10-04 11:25:00","10.214401041666667","1751548309240","1"
"5","2016-10-04 10:59:00","10.069064124783361","1751548309242","-1"
"5","2016-10-04 11:25:00","10.090467937608318","1751548309242","1"
"7","2016-10-04 10:59:00","10.107643854273066","1751548309244","-1"
"11","2016-10-04 10:59:00","10.141792738275342","1751548309244","-1"
"7","2016-10-04 11:25:00","10.130949948927475","1751548309244","1"
"11","2016-10-04 11:25:00","10.17280635400908","1751548309244","1"
"12","2016-10-04 10:59:00","10.221170212765957","1751548309246","-1"
"6","2016-10-04 10:59:00","10.159258337481335","1751548309246","-1"
"12","2016-10-04 11:25:00","10.270531914893617","1751548309246","1"
"6","2016-10-04 11:25:00","10.194698855151817","1751548309246","1"
"9","2016-10-04 10:59:00","10.09355462455688","1751548309248","-1"
"8","2016-10-04 10:59:00","10.192917847025495","1751548309248","-1"
"9","2016-10-04 11:25:00","10.113551401869158","1751548309248","1"
"8","2016-10-04 11:25:00","10.234393510172547","1751548309248","1"
"0","2016-10-04 10:59:00","10.19286754002911","1751548309250","-1"
"0","2016-10-04 11:25:00","10.236826783114992","1751548309250","1"
"4","2016-10-04 10:59:00","10.16744186046512","1751548309252","-1"
"10","2016-10-04 10:59:00","10.045594006421691","1751548309252","-1"
"4","2016-10-04 11:25:00","10.2093023255814","1751548309252","1"
"10","2016-10-04 11:25:00","10.056082768462362","1751548309252","1"
"1","2016-10-04 10:59:00","10.226884057971015","1751548309254","-1"
"3","2016-10-04 10:59:00","10.195463917525771","1751548309254","-1"
"1","2016-10-04 11:25:00","10.275579710144928","1751548309254","1"
"3","2016-10-04 11:25:00","10.233917525773194","1751548309254","1"
"9","2016-10-04 11:25:00","10.113551401869158","1751548309256","-1"
"9","2016-10-04 11:59:00","10.134305510796002","1751548309256","1"
"8","2016-10-04 11:25:00","10.234393510172547","1751548309258","-1"
"5","2016-10-04 11:25:00","10.090467937608318","1751548309258","-1"
"8","2016-10-04 11:59:00","10.276216842647438","1751548309258","1"
"5","2016-10-04 11:59:00","10.112911611785094","1751548309258","1"
"7","2016-10-04 11:25:00","10.130949948927475","1751548309260","-1"
"10","2016-10-04 11:25:00","10.056082768462362","1751548309260","-1"
"7","2016-10-04 11:59:00","10.154613551242763","1751548309260","1"
"10","2016-10-04 11:59:00","10.066874777024617","1751548309260","1"
"4","2016-10-04 11:25:00","10.2093023255814","1751548309262","-1"
"6","2016-10-04 11:25:00","10.194698855151817","1751548309262","-1"
"4","2016-10-04 11:59:00","10.252196382428945","1751548309262","1"
"6","2016-10-04 11:59:00","10.231284221005476","1751548309262","1"
"11","2016-10-04 11:25:00","10.17280635400908","1751548309264","-1"
"11","2016-10-04 11:59:00","10.20442511346445","1751548309264","1"
"1","2016-10-04 11:25:00","10.275579710144928","1751548309266","-1"
"13","2016-10-04 11:25:00","10.214401041666667","1751548309266","-1"
"1","2016-10-04 11:59:00","10.324637681159421","1751548309266","1"
"13","2016-10-04 11:59:00","10.252083333333333","1751548309266","1"
"2","2016-10-04 11:25:00","10.171916666666666","1751548309268","-1"
"3","2016-10-04 11:25:00","10.233917525773194","1751548309268","-1"
"2","2016-10-04 11:59:00","10.204041666666667","1751548309268","1"
"3","2016-10-04 11:59:00","10.273195876288657","1751548309268","1"
"0","2016-10-04 11:25:00","10.236826783114992","1751548309270","-1"
"12","2016-10-04 11:25:00","10.270531914893617","1751548309270","-1"
"0","2016-10-04 11:59:00","10.28296943231441","1751548309270","1"
"12","2016-10-04 11:59:00","10.319468085106383","1751548309270","1"
"13","2016-10-04 11:59:00","10.252083333333333","1751548309272","-1"
"13","2016-10-04 12:29:00","10.290104166666666","1751548309272","1"
"8","2016-10-04 11:59:00","10.276216842647438","1751548309274","-1"
"5","2016-10-04 11:59:00","10.112911611785094","1751548309274","-1"
"8","2016-10-04 12:29:00","10.318078805047644","1751548309274","1"
"5","2016-10-04 12:29:00","10.135961871750432","1751548309274","1"
"2","2016-10-04 11:59:00","10.204041666666667","1751548309276","-1"
"7","2016-10-04 11:59:00","10.154613551242763","1751548309276","-1"
"2","2016-10-04 12:29:00","10.2365","1751548309276","1"
"7","2016-10-04 12:29:00","10.178396322778344","1751548309276","1"
"12","2016-10-04 11:59:00","10.319468085106383","1751548309278","-1"
"6","2016-10-04 11:59:00","10.231284221005476","1751548309278","-1"
"12","2016-10-04 12:29:00","10.368829787234043","1751548309278","1"
"6","2016-10-04 12:29:00","10.268218018914883","1751548309278","1"
"10","2016-10-04 11:59:00","10.066874777024617","1751548309280","-1"
"10","2016-10-04 12:29:00","10.07764894755619","1751548309280","1"
"1","2016-10-04 11:59:00","10.324637681159421","1751548309282","-1"
"4","2016-10-04 11:59:00","10.252196382428945","1751548309282","-1"
"1","2016-10-04 12:29:00","10.374130434782609","1751548309282","1"
"4","2016-10-04 12:29:00","10.295348837209307","1751548309282","1"
"0","2016-10-04 11:59:00","10.28296943231441","1751548309284","-1"
"9","2016-10-04 11:59:00","10.134305510796002","1751548309284","-1"
"0","2016-10-04 12:29:00","10.33013100436681","1751548309284","1"
"9","2016-10-04 12:29:00","10.155204640670318","1751548309284","1"
"3","2016-10-04 11:59:00","10.273195876288657","1751548309286","-1"
"11","2016-10-04 11:59:00","10.20442511346445","1751548309286","-1"
"3","2016-10-04 12:29:00","10.312268041237111","1751548309286","1"
"11","2016-10-04 12:29:00","10.236043872919822","1751548309286","1"
"3","2016-10-04 12:29:00","10.312268041237111","1751548309288","-1"
"3","2016-10-04 12:56:00","10.350824742268038","1751548309288","1"
"13","2016-10-04 12:29:00","10.290104166666666","1751548309290","-1"
"11","2016-10-04 12:29:00","10.236043872919822","1751548309290","-1"
"13","2016-10-04 13:02:00","10.327812499999999","1751548309290","1"
"11","2016-10-04 13:02:00","10.266679273827538","1751548309290","1"
"8","2016-10-04 12:29:00","10.318078805047644","1751548309292","-1"
"5","2016-10-04 12:29:00","10.135961871750432","1751548309292","-1"
"8","2016-10-04 13:02:00","10.359696111254186","1751548309292","1"
"5","2016-10-04 13:02:00","10.159272097053725","1751548309292","1"
"9","2016-10-04 12:29:00","10.155204640670318","1751548309294","-1"
"9","2016-10-04 13:02:00","10.175958749597163","1751548309294","1"
"1","2016-10-04 12:29:00","10.374130434782609","1751548309296","-1"
"4","2016-10-04 12:29:00","10.295348837209307","1751548309296","-1"
"1","2016-10-04 13:02:00","10.421956521739132","1751548309296","1"
"4","2016-10-04 13:02:00","10.33837209302326","1751548309296","1"
"12","2016-10-04 12:29:00","10.368829787234043","1751548309298","-1"
"6","2016-10-04 12:29:00","10.268218018914883","1751548309298","-1"
"12","2016-10-04 13:02:00","10.417553191489363","1751548309298","1"
"6","2016-10-04 13:02:00","10.304579392732704","1751548309298","1"
"0","2016-10-04 12:29:00","10.33013100436681","1751548309300","-1"
"0","2016-10-04 13:02:00","10.377510917030566","1751548309300","1"
"2","2016-10-04 12:29:00","10.2365","1751548309302","-1"
"7","2016-10-04 12:29:00","10.178396322778344","1751548309302","-1"
"2","2016-10-04 13:02:00","10.268708333333333","1751548309302","1"
"7","2016-10-04 13:02:00","10.201668369084098","1751548309302","1"
"0","2016-10-04 13:02:00","10.377510917030566","1751548309304","-1"
"10","2016-10-04 12:29:00","10.07764894755619","1751548309304","-1"
"0","2016-10-04 13:29:00","10.424672489082967","1751548309304","1"
"10","2016-10-04 13:02:00","10.088280413842313","1751548309304","1"
"3","2016-10-04 12:56:00","10.350824742268038","1751548309306","-1"
"5","2016-10-04 13:02:00","10.159272097053725","1751548309306","-1"
"3","2016-10-04 13:29:00","10.389484536082472","1751548309306","1"
"5","2016-10-04 13:29:00","10.182062391681107","1751548309306","1"
"2","2016-10-04 13:02:00","10.268708333333333","1751548309308","-1"
"2","2016-10-04 13:29:00","10.300291666666666","1751548309308","1"
"4","2016-10-04 13:02:00","10.33837209302326","1751548309310","-1"
"10","2016-10-04 13:02:00","10.088280413842313","1751548309310","-1"
"4","2016-10-04 13:29:00","10.381136950904397","1751548309310","1"
"10","2016-10-04 13:29:00","10.098644309668213","1751548309310","1"
"12","2016-10-04 13:02:00","10.417553191489363","1751548309312","-1"
"13","2016-10-04 13:02:00","10.327812499999999","1751548309312","-1"
"12","2016-10-04 13:29:00","10.465425531914894","1751548309312","1"
"13","2016-10-04 13:29:00","10.365104166666665","1751548309312","1"
"8","2016-10-04 13:02:00","10.359696111254186","1751548309314","-1"
"11","2016-10-04 13:02:00","10.266679273827538","1751548309314","-1"
"8","2016-10-04 13:29:00","10.40069533865568","1751548309314","1"
"11","2016-10-04 13:29:00","10.297352496217856","1751548309314","1"
"6","2016-10-04 13:02:00","10.304579392732704","1751548309316","-1"
"6","2016-10-04 13:29:00","10.34089099054256","1751548309316","1"
"1","2016-10-04 13:02:00","10.421956521739132","1751548309318","-1"
"7","2016-10-04 13:02:00","10.201668369084098","1751548309318","-1"
"1","2016-10-04 13:29:00","10.468913043478262","1751548309318","1"
"7","2016-10-04 13:29:00","10.22482124616956","1751548309318","1"
"9","2016-10-04 13:02:00","10.175958749597163","1751548309320","-1"
"10","2016-10-04 13:29:00","10.098644309668213","1751548309320","-1"
"9","2016-10-04 13:29:00","10.19647115694489","1751548309320","1"
"10","2016-10-04 14:02:00","10.108919015340707","1751548309320","1"
"2","2016-10-04 13:29:00","10.300291666666666","1751548309322","-1"
"11","2016-10-04 13:29:00","10.297352496217856","1751548309322","-1"
"2","2016-10-04 14:02:00","10.331833333333334","1751548309322","1"
"11","2016-10-04 14:02:00","10.328177004538583","1751548309322","1"
"7","2016-10-04 13:29:00","10.22482124616956","1751548309324","-1"
"7","2016-10-04 14:02:00","10.2478379298604","1751548309324","1"
"9","2016-10-04 13:29:00","10.19647115694489","1751548309326","-1"
"3","2016-10-04 13:29:00","10.389484536082472","1751548309326","-1"
"9","2016-10-04 14:02:00","10.216806316467933","1751548309326","1"
"3","2016-10-04 14:02:00","10.428762886597935","1751548309326","1"
"8","2016-10-04 13:29:00","10.40069533865568","1751548309328","-1"
"5","2016-10-04 13:29:00","10.182062391681107","1751548309328","-1"
"8","2016-10-04 14:02:00","10.441192377028072","1751548309328","1"
"5","2016-10-04 14:02:00","10.202686308492199","1751548309328","1"
"1","2016-10-04 13:29:00","10.468913043478262","1751548309330","-1"
"1","2016-10-04 14:02:00","10.515217391304349","1751548309330","1"
"13","2016-10-04 13:29:00","10.365104166666665","1751548309332","-1"
"6","2016-10-04 13:29:00","10.34089099054256","1751548309332","-1"
"13","2016-10-04 14:02:00","10.402343749999998","1751548309332","1"
"6","2016-10-04 14:02:00","10.37702837232454","1751548309332","1"
"0","2016-10-04 13:29:00","10.424672489082967","1751548309334","-1"
"4","2016-10-04 13:29:00","10.381136950904397","1751548309334","-1"
"0","2016-10-04 14:02:00","10.47103347889374","1751548309334","1"
"4","2016-10-04 14:02:00","10.424031007751942","1751548309334","1"
"0","2016-10-04 14:02:00","10.47103347889374","1751548309336","-1"
"12","2016-10-04 13:29:00","10.465425531914894","1751548309336","-1"
"0","2016-10-04 14:29:00","10.516666666666666","1751548309336","1"
"12","2016-10-04 14:02:00","10.512872340425533","1751548309336","1"
"8","2016-10-04 14:02:00","10.441192377028072","1751548309338","-1"
"8","2016-10-04 14:29:00","10.481277362863766","1751548309338","1"
"7","2016-10-04 14:02:00","10.2478379298604","1751548309340","-1"
"13","2016-10-04 14:02:00","10.402343749999998","1751548309340","-1"
"7","2016-10-04 14:29:00","10.270275791624105","1751548309340","1"
"13","2016-10-04 14:29:00","10.439557291666665","1751548309340","1"
"4","2016-10-04 14:02:00","10.424031007751942","1751548309342","-1"
"5","2016-10-04 14:02:00","10.202686308492199","1751548309342","-1"
"4","2016-10-04 14:29:00","10.465633074935406","1751548309342","1"
"5","2016-10-04 14:29:00","10.221317157712303","1751548309342","1"
"10","2016-10-04 14:02:00","10.108919015340707","1751548309344","-1"
"10","2016-10-04 14:29:00","10.118908312522297","1751548309344","1"
"12","2016-10-04 14:02:00","10.512872340425533","1751548309346","-1"
"12","2016-10-04 14:29:00","10.558936170212768","1751548309346","1"
"6","2016-10-04 14:02:00","10.37702837232454","1751548309350","-1"
"6","2016-10-04 14:29:00","10.412369337979095","1751548309350","1"
"1","2016-10-04 14:02:00","10.515217391304349","1751548309360","-1"
"9","2016-10-04 14:02:00","10.216806316467933","1751548309360","-1"
"1","2016-10-04 14:29:00","10.560217391304349","1751548309360","1"
"9","2016-10-04 14:29:00","10.236754753464387","1751548309360","1"
"11","2016-10-04 14:02:00","10.328177004538583","1751548309366","-1"
"11","2016-10-04 14:29:00","10.358169440242063","1751548309366","1"
"3","2016-10-04 14:02:00","10.428762886597935","1751548309372","-1"
"3","2016-10-04 14:29:00","10.467216494845358","1751548309372","1"
"2","2016-10-04 14:02:00","10.331833333333334","1751548309374","-1"
"4","2016-10-04 14:29:00","10.465633074935406","1751548309374","-1"
"2","2016-10-04 14:29:00","10.3635","1751548309374","1"
"4","2016-10-04 14:57:00","10.505297157622744","1751548309374","1"
"0","2016-10-04 14:29:00","10.516666666666666","1751548309378","-1"
"0","2016-10-04 14:57:00","10.559825327510916","1751548309378","1"
"3","2016-10-04 14:29:00","10.467216494845358","1751548309380","-1"
"8","2016-10-04 14:29:00","10.481277362863766","1751548309380","-1"
"3","2016-10-04 14:57:00","10.503711340206182","1751548309380","1"
"8","2016-10-04 14:57:00","10.520048931238733","1751548309380","1"
"13","2016-10-04 14:29:00","10.439557291666665","1751548309382","-1"
"13","2016-10-04 14:57:00","10.47552083333333","1751548309382","1"
"12","2016-10-04 14:29:00","10.558936170212768","1751548309384","-1"
"10","2016-10-04 14:29:00","10.118908312522297","1751548309384","-1"
"12","2016-10-04 14:57:00","10.604255319148939","1751548309384","1"
"10","2016-10-04 14:57:00","10.128344630752764","1751548309384","1"
"9","2016-10-04 14:29:00","10.236754753464387","1751548309386","-1"
"6","2016-10-04 14:29:00","10.412369337979095","1751548309386","-1"
"9","2016-10-04 14:57:00","10.255591363196904","1751548309386","1"
"6","2016-10-04 14:57:00","10.445868591338975","1751548309386","1"
"1","2016-10-04 14:29:00","10.560217391304349","1751548309388","-1"
"11","2016-10-04 14:29:00","10.358169440242063","1751548309388","-1"
"1","2016-10-04 14:57:00","10.60413043478261","1751548309388","1"
"11","2016-10-04 14:57:00","10.386649016641458","1751548309388","1"
"2","2016-10-04 14:29:00","10.3635","1751548309390","-1"
"2","2016-10-04 14:57:00","10.393791666666667","1751548309390","1"
"7","2016-10-04 14:29:00","10.270275791624105","1751548309392","-1"
"5","2016-10-04 14:29:00","10.221317157712303","1751548309392","-1"
"7","2016-10-04 14:57:00","10.291845420497104","1751548309392","1"
"5","2016-10-04 14:57:00","10.237954939341419","1751548309392","1"
"1","2016-10-04 14:57:00","10.60413043478261","1751548309394","-1"
"4","2016-10-04 14:57:00","10.505297157622744","1751548309394","-1"
"1","2016-10-04 15:30:00","10.646231884057972","1751548309394","1"
"4","2016-10-04 15:30:00","10.543281653746774","1751548309394","1"
"13","2016-10-04 14:57:00","10.47552083333333","1751548309396","-1"
"6","2016-10-04 14:57:00","10.445868591338975","1751548309396","-1"
"13","2016-10-04 15:30:00","10.509374999999997","1751548309396","1"
"6","2016-10-04 15:30:00","10.477924340467895","1751548309396","1"
"9","2016-10-04 14:57:00","10.255591363196904","1751548309398","-1"
"9","2016-10-04 15:30:00","10.273751208507894","1751548309398","1"
"12","2016-10-04 14:57:00","10.604255319148939","1751548309400","-1"
"11","2016-10-04 14:57:00","10.386649016641458","1751548309400","-1"
"12","2016-10-04 15:30:00","10.647978723404258","1751548309400","1"
"11","2016-10-04 15:30:00","10.413729198184575","1751548309400","1"
"0","2016-10-04 14:57:00","10.559825327510916","1751548309402","-1"
